IncidentNumber,Latitude,Longitude,ApproximateVolumeM3,ReportedDate,ReportedYear,IncidentType_EN_LIST,IncidentStatus_EN,CompanyName_EN,NearestPopulationCenter_EN,ProvinceName_EN,SubstanceName_EN,ReleaseType_EN,PipelinePhase_EN,WerePipelineSystemComponentsInvolved,PipelineComponent_EN_LIST,WhatHappened_EN_LIST,WhyItHappened_EN_LIST
INC2017-084,53.543,-113.354,88.0000,2017-06-22T00:00:00,2017,Release of Substance,Submitted,Enbridge Pipelines Inc.,Sherwood Park AB,Alberta,Crude Oil - Synthetic,Liquid,Operation,Yes,Storage,Corrosion and Cracking,Engineering and Planning
INC2017-083,50.201903,-120.64497,Not Applicable,2017-06-22T00:00:00,2017,Operation Beyond Design Limits,Submitted,Trans Mountain Pipeline ULC,Merritt,British Columbia,Not applicable,Not applicable,Operation,Yes,Pipeline,"External Interference,Natural Force Damage",Natural or Environmental Forces
INC2017-082,53.54740268,-113.35571374,Not Applicable,2017-06-21T00:00:00,2017,Operation Beyond Design Limits,Closed,Enbridge Pipelines Inc.,Sherwood Park,Alberta,Not applicable,Not applicable,Construction,Yes,Pumping,Incorrect Operation,Human Factors
INC2017-081,54.56227196,-122.68623259,4.2000,2017-06-21T00:00:00,2017,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Bear Lake (8km south),British Columbia,Diesel Fuel,Liquid,Construction,No,Not Available,External Interference,Maintenance
INC2017-080,45.1920299,-66.40157119,0.0100,2017-06-20T00:00:00,2017,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Musquash,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Natural or Environmental Forces
INC2017-079,54.95988,-119.1945,7.5000,2017-06-19T00:00:00,2017,Release of Substance,Closed,NOVA Gas Transmission Ltd.,Grovedale,Alberta,Natural Gas - Sweet,Gas,Maintenance,Yes,Pipeline,Natural Force Damage,Natural or Environmental Forces
INC2017-077,56.14630285,-120.66916931,Not Applicable,2017-06-13T00:00:00,2017,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Not applicable,Not applicable,Maintenance,No,Not Available,External Interference,Natural or Environmental Forces
INC2017-076,45.603401,-73.861893,1995.0000,2017-06-13T00:00:00,2017,Release of Substance,Closed,Trans Québec and Maritimes Pipeline Inc.,Boisbriand,Quebec,Natural Gas - Sweet,Gas,Maintenance,Yes,Metering,Defect and Deterioration,Engineering and Planning
INC2017-075,53.01993,-112.18718,1.0000,2017-06-02T00:00:00,2017,Release of Substance,Initially Submitted,NOVA Gas Transmission Ltd.,Bruce,Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Metering,To be determined,To be determined
INC2017-073,59.2017,-121.585,Not Applicable,2017-05-29T00:00:00,2017,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon,British Columbia,Not applicable,Not applicable,Operation,No,Not Available,External Interference,Natural or Environmental Forces
INC2017-071,56.751823,-121.6811426,5.0000,2017-05-26T00:00:00,2017,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon BC,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Pipeline,Corrosion and Cracking,Maintenance
INC2017-067,49.55051633,-106.00295685,0.0010,2017-05-18T00:00:00,2017,Release of Substance,Closed,Pembina Prairie Facilities Ltd.,Assiniboia,Saskatchewan,Natural Gas Liquids,Gas,Maintenance,Yes,Pumping,External Interference,Standards and Procedures
INC2017-066,43.33649161,-80.09731313,Not Applicable,2017-05-18T00:00:00,2017,Operation Beyond Design Limits,Submitted,Enbridge Pipelines Inc.,Burlington,Ontario,Not applicable,Not applicable,Operation,Yes,Pipeline,"External Interference,Natural Force Damage",Natural or Environmental Forces
INC2017-064,58.476667,-118.571167,Not Applicable,2017-05-09T00:00:00,2017,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,"External Interference,Incorrect Operation",Tools and Equipment
INC2017-063,55.56909171,-121.94466164,0.1560,2017-05-09T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler ,British Columbia,Sulphur,Miscellaneous,Operation,Yes,Processing Plant,Corrosion and Cracking,Maintenance
INC2017-062,55.56909171,-121.94466164,1.0000,2017-05-08T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler,British Columbia,Sulphur,Miscellaneous,Operation,Yes,Processing Plant,Incorrect Operation,Tools and Equipment
INC2017-061,52.64363744,-111.27753573,Not Applicable,2017-05-07T00:00:00,2017,Operation Beyond Design Limits,Submitted,TransCanada Keystone Pipeline GP Ltd.,"Hardisty, Alberta",Alberta,Not applicable,Not applicable,Operation,Yes,"Pipeline,Pumping",Other Causes,Maintenance
INC2017-060,50.37469,-104.70648,2.5000,2017-05-06T00:00:00,2017,Release of Substance,Submitted,Plains Midstream Canada ULC,Regina,Saskatchewan,Propane,Gas,Construction,Yes,Pipeline,External Interference,"Engineering and Planning,Human Factors,Tools and Equipment"
INC2017-059,53.96114,-112.32891,Not Applicable,2017-05-05T00:00:00,2017,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,"Smoky Lake , AB",Alberta,Not applicable,Not applicable,Operation,Yes,Pipeline,Incorrect Operation,Engineering and Planning
INC2017-058,56.14630285,-120.66916931,Not Applicable,2017-05-05T00:00:00,2017,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",British Columbia,Not applicable,Not applicable,Operation,Yes,Processing Plant,Incorrect Operation,Standards and Procedures
INC2017-057,56.14630285,-120.66916931,0.0600,2017-05-02T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",British Columbia,Hydrogen Sulphide,Miscellaneous,Operation,Yes,Processing Plant,Corrosion and Cracking,Maintenance
INC2017-056,50.62028,-105.24194,Not Applicable,2017-04-30T00:00:00,2017,Explosion,Closed,Enbridge Pipelines Inc.,"Bethune, Saskatchewan",Saskatchewan,Not applicable,Not applicable,Operation,Yes,Pumping,"Equipment Failure,Incorrect Operation",Human Factors
INC2017-054,45.19199,-66.40071,0.0100,2017-04-19T00:00:00,2017,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Musquash,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pigging,Equipment Failure,"Maintenance,Natural or Environmental Forces"
INC2017-053,50.69834843,-111.53063326,1.7500,2017-04-15T00:00:00,2017,Release of Substance,Closed,NOVA Gas Transmission Ltd.,"Patricia, Alberta ",Alberta,Lube Oil,Liquid,Operation,Yes,Compression,"Corrosion and Cracking,Incorrect Operation",Engineering and Planning
INC2017-052,55.57343158,-121.94381931,7327.0000,2017-04-09T00:00:00,2017,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,British Columbia,Natural Gas - Sour,Gas,Operation,Yes,Processing Plant,Corrosion and Cracking,Maintenance
INC2017-051,58.65432778,-122.68555556,3.0000,2017-04-08T00:00:00,2017,Release of Substance,Submitted,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,British Columbia,Contaminated Water,Miscellaneous,Operation,No,Not Available,"External Interference,Incorrect Operation","Human Factors,Standards and Procedures"
INC2017-050,56.14410425,-120.66393313,Not Applicable,2017-04-06T00:00:00,2017,Fire,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,British Columbia,Not applicable,Not applicable,Operation,Yes,Processing Plant,External Interference,Natural or Environmental Forces
INC2017-049,56.17861,-112.842775,Not Applicable,2017-04-04T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Athabasca,AB",Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation",Maintenance
INC2017-048,51.35976855,-111.74254529,Not Applicable,2017-03-30T00:00:00,2017,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,"Endiang, AB",Alberta,Not applicable,Not applicable,Operation,Yes,Compression,External Interference,Tools and Equipment
INC2017-047,55.9663241,-119.59767515,Not Applicable,2017-03-30T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Bonanza, AB",Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation",Human Factors
INC2017-046,43.860643,-79.66837,Not Applicable,2017-03-27T00:00:00,2017,Fire,Closed,TransCanada PipeLines Limited,"Vaughan, ON",Ontario,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation","Maintenance,Tools and Equipment"
INC2017-045,56.933508,-115.228594,Not Applicable,2017-03-22T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,High Prairie,Alberta,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,Human Factors
INC2017-044,56.38,-119.92,Not Applicable,2017-03-22T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,Bonanza,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation",Human Factors
INC2017-043,53.54740268,-113.35571374,10.0000,2017-03-20T00:00:00,2017,Release of Substance,Initially Submitted,Enbridge Pipelines Inc.,Sherwood Park AB,Alberta,Crude Oil - Synthetic,Liquid,Operation,Yes,Storage,Other Causes,Human Factors
INC2017-042,55.649905,-122.207216,26278.0336,2017-03-19T00:00:00,2017,Release of Substance,Closed,Enbridge G and P Canada Pipelines Inc.,"Chetwynd, British Columbia",British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Equipment Failure,Natural or Environmental Forces
INC2017-041,55.78,-121.53,Not Applicable,2017-03-19T00:00:00,2017,Serious Injury (CER or TSB),Closed,Enbridge G and P Canada Pipelines Inc.,Chetwynd,British Columbia,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation",Tools and Equipment
INC2017-040,56.4,-119.9,Not Applicable,2017-03-17T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,Bonanza,Alberta,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Failure in communication,Human Factors"
INC2017-039,56.36,-119.92,25000.0000,2017-03-15T00:00:00,2017,Release of Substance,Closed,NOVA Gas Transmission Ltd.,"Goodlow, BC",Alberta,Natural Gas - Sweet,Gas,Operation,Yes,Compression,Incorrect Operation,Maintenance
INC2017-038,51.86826399,-109.036068,Not Applicable,2017-03-14T00:00:00,2017,Fire,Closed,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation",Human Factors
INC2017-037,50.07237,-100,Not Applicable,2017-03-08T00:00:00,2017,Fire,Closed,TransCanada PipeLines Limited,Brandon,Manitoba,Not applicable,Not applicable,Operation,Yes,Compression,Defect and Deterioration,Engineering and Planning
INC2017-036,55.94382999,-120.19326999,0.0010,2017-03-07T00:00:00,2017,Release of Substance,Closed,Pouce Coupé Pipe Line Ltd. as agent and general partner of the Pembina North Limited Partnership,Dawson Creek,British Columbia,Natural Gas Liquids,Gas,Construction,Yes,Pumping,"External Interference,Incorrect Operation","Human Factors,Tools and Equipment"
INC2017-035,55.56909171,-121.94466164,0.5900,2017-03-04T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler ,British Columbia,Hydrogen Sulphide,Miscellaneous,Operation,Yes,Processing Plant,Equipment Failure,Maintenance
INC2017-034,55.8748,-110.774,Not Applicable,2017-03-04T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Conklin, AB",Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation",Failure in communication
INC2017-032,61.843302,-121.33647,Not Applicable,2017-03-02T00:00:00,2017,Fire,Closed,Enbridge Pipelines (NW) Inc.,Fort Simpson,Alberta,Not applicable,Not applicable,Maintenance,No,Not Available,"External Interference,Incorrect Operation",Human Factors
INC2017-031,55.56909171,-121.94466164,5.5000,2017-02-28T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler Flats and Chetwynd BC,British Columbia,Sulphur,Miscellaneous,Operation,Yes,Processing Plant,Incorrect Operation,"Engineering and Planning,Human Factors"
INC2017-030,53.64385,-116.69339,Not Applicable,2017-02-26T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Edson, AB",Alberta,Not applicable,Not applicable,Construction,No,Not Available,"External Interference,Incorrect Operation","Engineering and Planning,Maintenance,Standards and Procedures,Tools and Equipment"
INC2017-029,54.34,-122.44,Not Applicable,2017-02-24T00:00:00,2017,Serious Injury (CER or TSB),Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Bear Lake, British Columbia",British Columbia,Not applicable,Not applicable,Construction,No,Not Available,Incorrect Operation,"Human Factors,Maintenance"
INC2017-028,56.2836,-120.22,Not Applicable,2017-02-24T00:00:00,2017,Operation Beyond Design Limits,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Fort Nelson, British Columbia",British Columbia,Not applicable,Not applicable,Maintenance,Yes,Pipeline,"External Interference,Incorrect Operation","Human Factors,Inadequate Supervision"
INC2017-027,56.14410425,-120.66393313,5798.4000,2017-02-24T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Compression,"External Interference,Incorrect Operation","Human Factors,Tools and Equipment"
INC2017-024,56.85842,-120.04474,Not Applicable,2017-02-19T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Cleardale, Alberta",Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation","Human Factors,Maintenance,Tools and Equipment"
INC2017-023,53.51651,-113.37012,988.0000,2017-02-17T00:00:00,2017,Release of Substance,Submitted,Enbridge Pipelines Inc.,Edmonton,Alberta,Condensate,Liquid,Operation,Yes,Pipeline,External Interference,Natural or Environmental Forces
INC2017-022,54.38978294,-118.77914166,Not Applicable,2017-02-17T00:00:00,2017,Operation Beyond Design Limits,Closed,NOVA Gas Transmission Ltd.,Grande Cache,Alberta,Not applicable,Not applicable,Operation,Yes,Metering,External Interference,Engineering and Planning
INC2017-021,56.66181,-111.78793,Not Applicable,2017-02-15T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,Fort McMurray,Alberta,Not applicable,Not applicable,Maintenance,Yes,Vehicle / mobile equipment,External Interference,Maintenance
INC2017-020,56.537345,-119.903125,Not Applicable,2017-02-14T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,Cleardale,Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,Other Causes,Natural or Environmental Forces
INC2017-019,55.8974,-119.4945,Not Applicable,2017-02-08T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Bonanza, Alberta",Alberta,Not applicable,Not applicable,Construction,No,Not Available,Other Causes,Human Factors
INC2017-018,45.28,-66,0.0010,2017-02-08T00:00:00,2017,Release of Substance,Closed,Emera Brunswick Pipeline Company Ltd.,Saint John,New Brunswick,Natural Gas - Sweet,Gas,Operation,Yes,Pipeline,Equipment Failure,Natural or Environmental Forces
INC2017-016,55.56909171,-121.94466164,491.0000,2017-02-02T00:00:00,2017,Release of Substance,Closed,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler Flats,British Columbia,Natural Gas - Sweet,Gas,Operation,Yes,Processing Plant,External Interference,Maintenance
INC2017-015,49.285641,-101.651464,5.0000,2017-01-31T00:00:00,2017,Release of Substance,Closed,Tundra Energy Marketing Limited,Storthoaks,Saskatchewan,Crude Oil - Sweet,Liquid,Operation,Yes,Pumping,"Equipment Failure,External Interference,Incorrect Operation","Inadequate Supervision,Maintenance"
INC2017-013,53.651993,-116.707123,Not Applicable,2017-01-29T00:00:00,2017,Fire,Closed,NOVA Gas Transmission Ltd.,"Edson, AB",Alberta,Not applicable,Not applicable,Construction,Yes,Vehicle / mobile equipment,"External Interference,Incorrect Operation","Failure in communication,Maintenance,Tools and Equipment"
