Incidents,Latitude,Longitude,Volume approx. rejeté,Date/année du signalement,Type d’incident,État,Société,Centre de population le plus près,Provinces,Substance, Type de rejet,Étape du cycle de vie,Des composantes du réseau ont-elles été en cause?,Composantes en cause,Ce qui s’est passé,Causes
INC2017-091,54.04370807,-117.42054229,2.0000,2017-06-28T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Fox Creek, AB",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Corrosion et fissuration,Outils et équipement
INC2017-090,44.99186,-75.012816,Sans objet,2017-06-26T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Trans-Northern Pipelines Inc.,n/a,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Interférences extérieures,Ingénierie et planification
INC2017-089,44.22481905,-77.0524542,Sans objet,2017-06-26T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans-Northern Pipelines Inc.,Napanee,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Forces de la nature,"Ingénierie et planification,Entretien"
INC2017-088,43.963574,-78.511896,Sans objet,2017-06-25T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans-Northern Pipelines Inc.,Newtonville,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Forces de la nature,"Ingénierie et planification,Entretien"
INC2017-087,43.94553832,-78.66202139,Sans objet,2017-06-25T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans-Northern Pipelines Inc.,Newcastle,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Forces de la nature,"Ingénierie et planification,Entretien"
INC2017-086,43.94553832,-78.66202139,Sans objet,2017-06-25T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans-Northern Pipelines Inc.,Pickering,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Forces de la nature,"Ingénierie et planification,Entretien"
INC2017-085,43.9148,-79.04039,Sans objet,2017-06-25T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans-Northern Pipelines Inc.,Whitby,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Forces de la nature,"Ingénierie et planification,Entretien,Forces de la nature ou environnement"
INC2017-084,53.543,-113.354,88.0000,2017-06-22T00:00:00,Déversement de substance,Soumis,Enbridge Pipelines Inc.,Sherwood Park AB,Alberta,Pétrole brut synthétique,Liquide,Exploitation,Yes,Stockage,Corrosion et fissuration,Ingénierie et planification
INC2017-083,50.201903,-120.64497,Sans objet,2017-06-22T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Trans Mountain Pipeline ULC,Merritt,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Interférences extérieures,Forces de la nature",Forces de la nature ou environnement
INC2017-082,53.54740268,-113.35571374,Sans objet,2017-06-21T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,Enbridge Pipelines Inc.,Sherwood Park,Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,Pompage,Erreur d’exploitation,Facteurs humains
INC2017-081,54.56227196,-122.68623259,4.2000,2017-06-21T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Bear Lake (8km south),Colombie-Britannique,Carburant diesel,Liquide,Construction,No,Non disponible,Interférences extérieures,Entretien
INC2017-080,45.1920299,-66.40157119,0.0100,2017-06-20T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Musquash,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Pipeline,Défaillance d’équipement,Forces de la nature ou environnement
INC2017-079,54.95988,-119.1945,7.5000,2017-06-19T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,Grovedale,Alberta,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Pipeline,Forces de la nature,Forces de la nature ou environnement
INC2017-077,56.14630285,-120.66916931,Sans objet,2017-06-13T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,Interférences extérieures,Forces de la nature ou environnement
INC2017-076,45.603401,-73.861893,1995.0000,2017-06-13T00:00:00,Déversement de substance,Fermé,Trans Québec and Maritimes Pipeline Inc.,Boisbriand,Québec,Gaz Naturel - non sulfureux,Gaz,Entretien,Yes,Comptage,Défectuosité et détérioration,Ingénierie et planification
INC2017-075,53.01993,-112.18718,1.0000,2017-06-02T00:00:00,Déversement de substance,Initialement Soumis,NOVA Gas Transmission Ltd.,Bruce,Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Comptage,À déterminer,À déterminer
INC2017-073,59.2017,-121.585,Sans objet,2017-05-29T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,No,Non disponible,Interférences extérieures,Forces de la nature ou environnement
INC2017-071,56.751823,-121.6811426,5.0000,2017-05-26T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Wonowon BC,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Pipeline,Corrosion et fissuration,Entretien
INC2017-067,49.55051633,-106.00295685,0.0010,2017-05-18T00:00:00,Déversement de substance,Fermé,Pembina Prairie Facilities Ltd.,Assiniboia,Saskatchewan,Liquides de gaz naturel,Gaz,Entretien,Yes,Pompage,Interférences extérieures,Normes et procédures
INC2017-066,43.33649161,-80.09731313,Sans objet,2017-05-18T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,Enbridge Pipelines Inc.,Burlington,Ontario,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Interférences extérieures,Forces de la nature",Forces de la nature ou environnement
INC2017-064,58.476667,-118.571167,Sans objet,2017-05-09T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,Rainbow Lake,Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,"Interférences extérieures,Erreur d’exploitation",Outils et équipement
INC2017-063,55.56909171,-121.94466164,0.1560,2017-05-09T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler ,Colombie-Britannique,Soufre,Divers,Exploitation,Yes,Usine de traitement,Corrosion et fissuration,Entretien
INC2017-062,55.56909171,-121.94466164,1.0000,2017-05-08T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler,Colombie-Britannique,Soufre,Divers,Exploitation,Yes,Usine de traitement,Erreur d’exploitation,Outils et équipement
INC2017-061,52.64363744,-111.27753573,Sans objet,2017-05-07T00:00:00,Exploitation au-delà des tolérances de fabrication,Soumis,TransCanada Keystone Pipeline GP Ltd.,"Hardisty, Alberta",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,"Pipeline,Pompage",Autres causes,Entretien
INC2017-060,50.37469,-104.70648,2.5000,2017-05-06T00:00:00,Déversement de substance,Soumis,Plains Midstream Canada ULC,Regina,Saskatchewan,Propane,Gaz,Construction,Yes,Pipeline,Interférences extérieures,"Ingénierie et planification,Facteurs humains,Outils et équipement"
INC2017-059,53.96114,-112.32891,Sans objet,2017-05-05T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,"Smoky Lake , AB",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pipeline,Erreur d’exploitation,Ingénierie et planification
INC2017-058,56.14630285,-120.66916931,Sans objet,2017-05-05T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Usine de traitement,Erreur d’exploitation,Normes et procédures
INC2017-057,56.14630285,-120.66916931,0.0600,2017-05-02T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Taylor, BC",Colombie-Britannique,Sulfure d'hydrogène,Divers,Exploitation,Yes,Usine de traitement,Corrosion et fissuration,Entretien
INC2017-056,50.62028,-105.24194,Sans objet,2017-04-30T00:00:00,Explosion,Fermé,Enbridge Pipelines Inc.,"Bethune, Saskatchewan",Saskatchewan,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Pompage,"Défaillance d’équipement,Erreur d’exploitation",Facteurs humains
INC2017-054,45.19199,-66.40071,0.0100,2017-04-19T00:00:00,Déversement de substance,Fermé,Emera Brunswick Pipeline Company Ltd.,Musquash,Nouveau-Brunswick,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Raclage,Défaillance d’équipement,"Entretien,Forces de la nature ou environnement"
INC2017-053,50.69834843,-111.53063326,1.7500,2017-04-15T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Patricia, Alberta ",Alberta,Huile lubrifiante,Liquide,Exploitation,Yes,Compression,"Corrosion et fissuration,Erreur d’exploitation",Ingénierie et planification
INC2017-052,55.57343158,-121.94381931,7327.0000,2017-04-09T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Chetwynd,Colombie-Britannique,Gaz naturel - sulfureux,Gaz,Exploitation,Yes,Usine de traitement,Corrosion et fissuration,Entretien
INC2017-051,58.65432778,-122.68555556,3.0000,2017-04-08T00:00:00,Déversement de substance,Soumis,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Fort Nelson,Colombie-Britannique,Eau contaminée,Divers,Exploitation,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Facteurs humains,Normes et procédures"
INC2017-050,56.14410425,-120.66393313,Sans objet,2017-04-06T00:00:00,Incendie,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Taylor,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Usine de traitement,Interférences extérieures,Forces de la nature ou environnement
INC2017-049,56.17861,-112.842775,Sans objet,2017-04-04T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,"Athabasca,AB",Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,V&eacute;hicule / &eacute;quipement mobile,"Interférences extérieures,Erreur d’exploitation",Entretien
INC2017-048,51.35976855,-111.74254529,Sans objet,2017-03-30T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,NOVA Gas Transmission Ltd.,"Endiang, AB",Alberta,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Interférences extérieures,Outils et équipement
INC2017-047,55.9663241,-119.59767515,Sans objet,2017-03-30T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,"Bonanza, AB",Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,V&eacute;hicule / &eacute;quipement mobile,"Interférences extérieures,Erreur d’exploitation",Facteurs humains
INC2017-046,43.860643,-79.66837,Sans objet,2017-03-27T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,"Vaughan, ON",Ontario,N'est pas applicable,N'est pas applicable,Construction,Yes,V&eacute;hicule / &eacute;quipement mobile,"Interférences extérieures,Erreur d’exploitation","Entretien,Outils et équipement"
INC2017-045,56.933508,-115.228594,Sans objet,2017-03-22T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,High Prairie,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,Facteurs humains
INC2017-044,56.38,-119.92,Sans objet,2017-03-22T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Bonanza,Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,V&eacute;hicule / &eacute;quipement mobile,"Interférences extérieures,Erreur d’exploitation",Facteurs humains
INC2017-043,53.54740268,-113.35571374,10.0000,2017-03-20T00:00:00,Déversement de substance,Initialement Soumis,Enbridge Pipelines Inc.,Sherwood Park AB,Alberta,Pétrole brut synthétique,Liquide,Exploitation,Yes,Stockage,Autres causes,Facteurs humains
INC2017-042,55.649905,-122.207216,26278.0336,2017-03-19T00:00:00,Déversement de substance,Fermé,Enbridge G and P Canada Pipelines Inc.,"Chetwynd, British Columbia",Colombie-Britannique,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Défaillance d’équipement,Forces de la nature ou environnement
INC2017-041,55.78,-121.53,Sans objet,2017-03-19T00:00:00,Blessure grave (Office ou BST),Fermé,Enbridge G and P Canada Pipelines Inc.,Chetwynd,Colombie-Britannique,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation",Outils et équipement
INC2017-040,56.4,-119.9,Sans objet,2017-03-17T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,Bonanza,Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Problème de communication,Facteurs humains"
INC2017-039,56.36,-119.92,25000.0000,2017-03-15T00:00:00,Déversement de substance,Fermé,NOVA Gas Transmission Ltd.,"Goodlow, BC",Alberta,Gaz Naturel - non sulfureux,Gaz,Exploitation,Yes,Compression,Erreur d’exploitation,Entretien
INC2017-038,51.86826399,-109.036068,Sans objet,2017-03-14T00:00:00,Incendie,Fermé,Enbridge Pipelines Inc.,Kerrobert,Saskatchewan,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation",Facteurs humains
INC2017-037,50.07237,-100,Sans objet,2017-03-08T00:00:00,Incendie,Fermé,TransCanada PipeLines Limited,Brandon,Manitoba,N'est pas applicable,N'est pas applicable,Exploitation,Yes,Compression,Défectuosité et détérioration,Ingénierie et planification
INC2017-036,55.94382999,-120.19326999,0.0010,2017-03-07T00:00:00,Déversement de substance,Fermé,Pouce Coupé Pipe Line Ltd. as agent and general partner of the Pembina North Limited Partnership,Dawson Creek,Colombie-Britannique,Liquides de gaz naturel,Gaz,Construction,Yes,Pompage,"Interférences extérieures,Erreur d’exploitation","Facteurs humains,Outils et équipement"
INC2017-035,55.56909171,-121.94466164,0.5900,2017-03-04T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler ,Colombie-Britannique,Sulfure d'hydrogène,Divers,Exploitation,Yes,Usine de traitement,Défaillance d’équipement,Entretien
INC2017-034,55.8748,-110.774,Sans objet,2017-03-04T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,"Conklin, AB",Alberta,N'est pas applicable,N'est pas applicable,Construction,Yes,V&eacute;hicule / &eacute;quipement mobile,"Interférences extérieures,Erreur d’exploitation",Problème de communication
INC2017-032,61.843302,-121.33647,Sans objet,2017-03-02T00:00:00,Incendie,Fermé,Enbridge Pipelines (NW) Inc.,Fort Simpson,Alberta,N'est pas applicable,N'est pas applicable,Entretien,No,Non disponible,"Interférences extérieures,Erreur d’exploitation",Facteurs humains
INC2017-031,55.56909171,-121.94466164,5.5000,2017-02-28T00:00:00,Déversement de substance,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Hasler Flats and Chetwynd BC,Colombie-Britannique,Soufre,Divers,Exploitation,Yes,Usine de traitement,Erreur d’exploitation,"Ingénierie et planification,Facteurs humains"
INC2017-030,53.64385,-116.69339,Sans objet,2017-02-26T00:00:00,Incendie,Fermé,NOVA Gas Transmission Ltd.,"Edson, AB",Alberta,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,"Interférences extérieures,Erreur d’exploitation","Ingénierie et planification,Entretien,Normes et procédures,Outils et équipement"
INC2017-029,54.34,-122.44,Sans objet,2017-02-24T00:00:00,Blessure grave (Office ou BST),Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Bear Lake, British Columbia",Colombie-Britannique,N'est pas applicable,N'est pas applicable,Construction,No,Non disponible,Erreur d’exploitation,"Facteurs humains,Entretien"
INC2017-028,56.2836,-120.22,Sans objet,2017-02-24T00:00:00,Exploitation au-delà des tolérances de fabrication,Fermé,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission","Fort Nelson, British Columbia",Colombie-Britannique,N'est pas applicable,N'est pas applicable,Entretien,Yes,Pipeline,"Interférences extérieures,Erreur d’exploitation","Facteurs humains,Supervision insuffisante"
