Incident Number,Incident Types,Reported Date,Nearest Populated Centre,Province,Company,Status,Latitude,Longitude,Pipeline Phase,Approximate Volume Released (m³),Substance,Release Type,Year,WhatHappened,WhyItHappened,Were Pipeline System Components Involved?,Pipeline System Components Involved
INC2009-112,"Fire,Release of Substance",9/30/2009,Brampton,Ontario,2193914 Canada Limited,Closed,43.59893,-79.776,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,External Interference,Inadequate Supervision,0,
INC2009-113,Release of Substance,10/5/2009,Marionville,Ontario,Trans-Northern Pipelines Inc.,Closed,45.16297,-75.37183,Operation,3,Gasoline,Liquid,2009,Corrosion & Cracking,"Engineering and Planning,Maintenance",1,Pumping Station
INC2009-115,Release of Substance,10/16/2009,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.89349,-120.66962,Operation,Not Provided,Natural Gas - Sour,Gas,2009,External Interference,Maintenance,1,
INC2009-118,Release of Substance,10/20/2009,Hanna,Alberta,NOVA Gas Transmission Ltd.,Closed,51.66922,-111.89792,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,Equipment Failure,Maintenance,0,
INC2009-119,Fire,10/22/2009,Camrose,Alberta,Enbridge Pipelines Inc.,Closed,52.93029,-112.07347,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,1,Pipeline
INC2009-120,Release of Substance,10/23/2009,Edson,Alberta,NOVA Gas Transmission Ltd.,Closed,54.0438,-117.42069,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,Equipment Failure,"Engineering and Planning,Maintenance",1,
INC2009-121,Release of Substance,10/29/2009,Upsala,Ontario,TransCanada PipeLines Limited,Closed,49.03334,-90.51047,Operation,100,Natural Gas - Sweet,Gas,2009,Corrosion & Cracking,Maintenance,1,
INC2009-123,Release of Substance,11/1/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30706,-66.04267,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2009,Defect & Deterioration,"Maintenance,Standards and Procedures",1,
INC2009-126,Release of Substance,11/4/2009,Fairview,Alberta,NOVA Gas Transmission Ltd.,Closed,56.03467,-117.96587,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,Defect & Deterioration,Maintenance,1,Pipeline
INC2009-128,Release of Substance,11/18/2009,Sackville,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,46.02461,-64.22321,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,Equipment Failure,Maintenance,0,Metering Station
INC2009-129,Release of Substance,11/23/2009,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.26269,-65.98211,Operation,0.1,Natural Gas - Sweet,Gas,2009,Equipment Failure,Tools and Equipment,1,
INC2009-130,Serious Injury (NEB or TSB),10/17/2009,Not specified,Manitoba,Enbridge Pipelines Inc.,Closed,49.19043,-98.10794,Construction,Not Applicable,Not Applicable,Not Applicable,2009,Incorrect Operation,"Human Factors,Inadequate Supervision,Standards and Procedures",0,
INC2009-132,Fire,12/4/2009,Fort Nelson,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,59.63213,-123.09505,Construction,Not Applicable,Not Applicable,Not Applicable,2009,External Interference,"Maintenance,Standards and Procedures",1,
INC2009-133,Serious Injury (NEB or TSB),11/17/2009,Winkler,Manitoba,Enbridge Pipelines Inc.,Closed,49.10416,-97.93104,Construction,Not Applicable,Not Applicable,Not Applicable,2009,Incorrect Operation,"Inadequate Supervision,Standards and Procedures",0,
INC2009-134,Release of Substance,12/8/2009,Lloydminster,Saskatchewan,Husky Oil Limited,Closed,53.271222,-109.943083,Operation,3,Condensate,Liquid,2009,Equipment Failure,Maintenance,0,
INC2009-135,Fire,12/10/2009,Loreburn,Saskatchewan,Enbridge Pipelines Inc.,Submitted,51.1967,-106.57472,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,To be determined,1,
INC2009-136,Release of Substance,12/10/2009,Moyie,British Columbia,TransCanada PipeLines Limited B.C. System,Closed,49.238462,-115.855313,Operation,Not Provided,Natural Gas - Sweet,Gas,2009,Defect & Deterioration,Maintenance,1,Pipeline
INC2009-137,Release of Substance,12/11/2009,Les Cedres,Quebec,TransCanada PipeLines Limited,Closed,45.37081,-74.12582,Operation,69,Natural Gas - Sweet,Gas,2009,Equipment Failure,Maintenance,0,Pipeline
INC2009-139,Operation Beyond Design Limits,12/14/2009,Hope,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,49.3825,-121.36469,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Inadequate Supervision,0,
INC2009-140,Fire,12/16/2009,Drayton Valley,Alberta,NOVA Gas Transmission Ltd.,Closed,53.10063,-115.3622,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Equipment Failure,Maintenance,1,Pipeline
INC2009-141,Operation Beyond Design Limits,12/11/2009,Olds,Alberta,NOVA Gas Transmission Ltd.,Closed,51.85163,-114.07574,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Incorrect Operation,Standards and Procedures,1,
INC2009-143,Release of Substance,12/17/2009,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56908,-121.94467,Operation,Not Provided,Sulphur Dioxide,Miscellaneous,2009,Equipment Failure,Maintenance,1,
INC2009-144,Operation Beyond Design Limits,12/17/2009,Tieland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.79071,-114.04358,Operation,Not Applicable,Not Applicable,Not Applicable,2009,Incorrect Operation,Inadequate Supervision,0,
INC2009-145,Release of Substance,12/17/2009,Topland,Alberta,NOVA Gas Transmission Ltd.,Closed,54.54693,-114.79252,Operation,Not Provided,Natural Gas - Sour,Gas,2009,Equipment Failure,Maintenance,0,
INC2009-147,Operation Beyond Design Limits,1/4/2010,Rainbow Lake,Alberta,NOVA Gas Transmission Ltd.,Closed,58.44704,-119.22409,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Maintenance,0,
INC2009-148,Serious Injury (NEB or TSB),12/6/2010,Burnaby,British Columbia,Trans Mountain Pipeline ULC,Closed,49.266235,-122.928102,Operation,Not Applicable,Not Applicable,Not Applicable,2010,"External Interference,Incorrect Operation","Human Factors,Maintenance",0,
INC2009-149,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Human Factors,1,
INC2009-150,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Human Factors,1,
INC2009-151,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Human Factors,1,
INC2009-152,Operation Beyond Design Limits,11/11/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54740278,-113.3556944,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Human Factors,1,
INC2009-153,Serious Injury (NEB or TSB),4/12/2012,Manitou,Manitoba,Enbridge Pipelines Inc.,Closed,49.316926,-98.554895,Construction,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Tools and Equipment",0,
INC2009-154,Serious Injury (NEB or TSB),4/12/2012,Brandon,Manitoba,Enbridge Pipelines Inc.,Closed,49.848471,-99.95009,Construction,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation","Failure in communication,Human Factors",0,
INC2009-155,Serious Injury (NEB or TSB),4/12/2012,Winkler,Manitoba,Enbridge Pipelines Inc.,Closed,49.18011,-97.938947,Construction,Not Applicable,Not Applicable,Not Applicable,2012,"External Interference,Incorrect Operation","Failure in communication,Human Factors,Standards and Procedures,Tools and Equipment",0,
INC2010-001,Release of Substance,1/6/2010,Fort St. John,Alberta,NOVA Gas Transmission Ltd.,Closed,56.367553,-119.931713,Operation,125000,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-003,"Release of Substance,Adverse Environmental Effects",1/9/2010,Taylor,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,56.14638,-120.66917,Operation,33,Contaminated Water,Miscellaneous,2010,To be determined,To be determined,0,
INC2010-004,Adverse Environmental Effects,1/8/2010,Red Earth Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,56.86338,-114.70979,Construction,Not Applicable,Not Applicable,Not Applicable,2010,Incorrect Operation,Human Factors,1,
INC2010-005,Operation Beyond Design Limits,1/16/2010,High Level,Alberta,NOVA Gas Transmission Ltd.,Closed,57.503,-116.45,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Engineering and Planning,1,
INC2010-006,Fire,1/18/2010,Belleville,Ontario,TransCanada PipeLines Limited,Closed,44.23202,-77.23148,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Defect & Deterioration,Maintenance,0,Pipeline
INC2010-009,Operation Beyond Design Limits,1/27/2010,Oakville,Ontario,Trans-Northern Pipelines Inc.,Closed,43.46745,-79.68767,Operation,Not Applicable,Not Applicable,Not Applicable,2010,"Equipment Failure,External Interference","Engineering and Planning,Natural or Environmental Forces,Standards and Procedures",0,
INC2010-012,Release of Substance,1/31/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,55.88802,-112.12314,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,Maintenance,0,
INC2010-013,Operation Beyond Design Limits,2/1/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.09768,-110.69846,Operation,Not Applicable,Not Applicable,Not Applicable,2010,"External Interference,Incorrect Operation","Engineering and Planning,Failure in communication",1,Pumping Station
INC2010-014,Fire,2/1/2010,Hardisty,Alberta,TransCanada Keystone Pipeline GP Ltd.,Closed,52.64172,-111.27087,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,Maintenance,0,
INC2010-016,Release of Substance,2/8/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83034,-118.64722,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Corrosion & Cracking,Maintenance,1,Pipeline
INC2010-018,Release of Substance,2/9/2010,Tumbler Ridge,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.04188,-121.01874,Operation,Not Provided,Natural Gas - Sour,Gas,2010,Equipment Failure,"Engineering and Planning,Maintenance",1,
INC2010-019,Release of Substance,2/12/2010,New River Beach,New Brunswick,Maritimes & Northeast Pipeline Management Ltd.,Closed,45.18676,-66.54595,Operation,300,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-021,Release of Substance,2/12/2010,Grovedale,Alberta,NOVA Gas Transmission Ltd.,Closed,54.95425,-119.19227,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Equipment Failure,Engineering and Planning,0,
INC2010-022,Release of Substance,2/16/2010,Taylor,British Columbia,Provident Energy Pipeline Inc.,Closed,56.14669,-120.66454,Operation,0.25,Mixed HVP Hydrocarbons,Gas,2010,Defect & Deterioration,Engineering and Planning,1,Metering Station
INC2010-024,Fire,2/19/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.64998,-122.20708,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Defect & Deterioration,Maintenance,1,Pipeline
INC2010-025,Release of Substance,2/20/2010,Belleville,Ontario,TransCanada PipeLines Limited,Closed,44.68365,-75.62111,Operation,51.4,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-028,Release of Substance,2/26/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54457,-113.35511,Operation,150,Crude Oil - Sweet,Liquid,2010,Defect & Deterioration,Maintenance,1,Storage Facility
INC2010-029,Release of Substance,2/27/2010,Laval,Quebec,Trans-Northern Pipelines Inc.,Closed,45.624393,-73.639169,Operation,30,Gasoline,Liquid,2010,Equipment Failure,Maintenance,1,
INC2010-032,Release of Substance,3/3/2010,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.34669,-116.87305,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,Maintenance,1,
INC2010-033,Release of Substance,3/12/2010,Not specified,Alberta,NOVA Gas Transmission Ltd.,Closed,52.75419,-114.11969,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Corrosion & Cracking,Maintenance,1,
INC2010-034,Release of Substance,3/16/2010,Oakville,Ontario,Trans-Northern Pipelines Inc.,Closed,43.406148,-79.735605,Operation,90,Gasoline,Liquid,2010,Corrosion & Cracking,Engineering and Planning,1,Pipeline
INC2010-040,Fire,3/26/2010,Edmonton,Alberta,Enbridge Pipelines Inc.,Closed,53.54756,-113.35559,Construction,Not Applicable,Not Applicable,Not Applicable,2010,Equipment Failure,"Inadequate Supervision,Standards and Procedures",0,
INC2010-041,Fire,3/27/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19166,-118.1942,Operation,Not Applicable,Not Applicable,Not Applicable,2010,Defect & Deterioration,Maintenance,1,Pipeline
INC2010-042,Release of Substance,4/12/2010,Caronport,Saskatchewan,TransCanada PipeLines Limited,Closed,50.48051,-105.86728,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,Maintenance,1,Pipeline
INC2010-044,Release of Substance,4/21/2010,Chetwynd,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,55.56882,-121.94466,Operation,Not Provided,Mixed HVP Hydrocarbons,Gas,2010,Equipment Failure,Standards and Procedures,1,Pipeline
INC2010-045,Release of Substance,4/21/2010,Ancaster,Ontario,TransCanada PipeLines Limited,Closed,43.18849,-79.8485,Operation,100,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-047,Release of Substance,5/5/2010,Not specified,Ontario,TransCanada PipeLines Limited,Closed,48.64904,-80.69866,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2010,Corrosion & Cracking,"Engineering and Planning,Maintenance",1,Pumping Station
INC2010-048,Fire,5/5/2010,Cobourg,Ontario,TransCanada PipeLines Limited,Closed,44.04719,-78.00847,Maintenance,Not Applicable,Not Applicable,Not Applicable,2010,External Interference,"Maintenance,Standards and Procedures,Tools and Equipment",0,
INC2010-050,Fire,5/11/2010,Sundre,Alberta,NOVA Gas Transmission Ltd.,Closed,51.943585,-114.736419,Maintenance,Not Applicable,Not Applicable,Not Applicable,2010,"Incorrect Operation,Other Causes",Engineering and Planning,0,
INC2010-051,Release of Substance,5/22/2010,Manning,Alberta,NOVA Gas Transmission Ltd.,Closed,57.19361,-118.20534,Operation,1,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,Pipeline
INC2010-052,Release of Substance,5/25/2010,Brandon,Manitoba,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.04165,-99.66005,Maintenance,Not Provided,Propane,Gas,2010,Defect & Deterioration,Maintenance,1,
INC2010-053,Release of Substance,5/27/2010,Brooks,Alberta,NOVA Gas Transmission Ltd.,Closed,50.69805,-111.53063,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,"Engineering and Planning,Maintenance",1,
INC2010-054,Release of Substance,5/28/2010,Pennant,Saskatchewan,TransCanada PipeLines Limited,Closed,50.57578,-108.36036,Maintenance,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,Standards and Procedures,1,
INC2010-055,Release of Substance,6/3/2010,Fox Creek,Alberta,NOVA Gas Transmission Ltd.,Closed,54.093481,-116.62138,Operation,0.1,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-057,Release of Substance,6/17/2010,Not specified,Saskatchewan,Spectra Energy Empress Management Inc. as General Partner and Agent for Spectra Energy Empress L.P.,Closed,50.65773,-109.53719,Operation,Not Provided,Mixed HVP Hydrocarbons,Gas,2010,Defect & Deterioration,Maintenance,1,
INC2010-058,Release of Substance,6/16/2010,Grande Prairie,Alberta,NOVA Gas Transmission Ltd.,Closed,54.83027,-118.64709,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Corrosion & Cracking,Engineering and Planning,1,
INC2010-059,Release of Substance,6/18/2010,Saint John,New Brunswick,Emera Brunswick Pipeline Company Ltd.,Closed,45.30724,-66.04254,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Incorrect Operation,Engineering and Planning,1,Pigging
INC2010-060,"Fire,Release of Substance",6/22/2010,Grenfell,Saskatchewan,TransCanada PipeLines Limited,Closed,50.28617,-102.95153,Construction,100,Natural Gas - Sweet,Gas,2010,External Interference,Human Factors,0,
INC2010-061,Release of Substance,6/22/2010,Cactus Lake,Saskatchewan,Enbridge Pipelines Inc.,Closed,52.13984,-109.80493,Operation,25,Crude Oil - Sour,Liquid,2010,Equipment Failure,Inadequate Supervision,1,
INC2010-062,Release of Substance,6/24/2010,Whitecourt,Alberta,NOVA Gas Transmission Ltd.,Closed,54.1326,-115.2362,Operation,Not Provided,Natural Gas - Sweet,Gas,2010,Defect & Deterioration,Maintenance,1,
INC2010-063,Fire,6/24/2010,Prince George,British Columbia,"Westcoast Energy Inc., carrying on business as Spectra Energy Transmission",Closed,54.28494,-122.61215,Operation,Not Applicable,Not Applicable,Not Applicable,2010,External Interference,Maintenance,1,Pipeline
INC2010-066,Release of Substance,7/8/2010,Vegreville,Alberta,NOVA Gas Transmission Ltd.,Closed,53.16727,-112.15003,Operation,0.5,Natural Gas - Sweet,Gas,2010,Corrosion & Cracking,Natural or Environmental Forces,1,
INC2010-073,Release of Substance,7/14/2010,Montreal,Quebec,Trans-Northern Pipelines Inc.,Submitted,45.625209,-73.543389,Operation,Not Provided,Jet Fuel,Liquid,2010,To be determined,To be determined,1,
INC2010-074,Release of Substance,7/15/2010,Cochrane,Ontario,TransCanada PipeLines Limited,Closed,48.94621,-80.99467,Operation,3300,Natural Gas - Sweet,Gas,2010,Equipment Failure,Maintenance,1,
INC2010-079,Release of Substance,7/25/2010,Maple Creek,Ontario,TransCanada PipeLines Limited,Closed,43.87391,-79.57983,Operation,100,Natural Gas - Sweet,Gas,2010,"Defect & Deterioration,Equipment Failure,Incorrect Operation","Engineering and Planning,Maintenance",1,
